,Speed(RPM),Torque(kg.cm),Coil Dia,Coil R,Coil Turn,Core Thick,Core Dia,Poles,label
652,1520.0,2.7,0.25,107.8,670.0,13.0,87.0,8.0,0.0
653,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
654,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
655,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
656,1806.0,2.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
657,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
658,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
659,1765.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
660,1730.0,2.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
661,1730.0,2.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
662,1730.0,2.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
663,1726.0,2.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
664,1687.0,3.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
665,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
666,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
667,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
668,1648.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
669,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
670,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
671,1611.0,3.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
672,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
673,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
674,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
675,1574.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
676,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
677,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
678,1539.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
679,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
680,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
681,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
682,1503.0,3.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
683,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
684,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
685,1410.0,3.6,0.25,107.8,670.0,13.0,87.0,8.0,0.0
686,1469.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
687,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
688,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
689,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
690,1435.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
691,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
692,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
693,1403.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
694,1382.0,3.9,0.25,107.8,670.0,13.0,87.0,8.0,0.0
695,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
696,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
697,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
698,1371.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
699,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
700,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
701,1339.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
702,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
703,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
704,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
705,1309.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
706,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
707,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
708,1279.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
709,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
710,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
711,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
712,1250.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
713,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
714,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
715,1222.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
716,1335.0,4.5,0.25,107.8,670.0,13.0,87.0,8.0,0.0
717,1229.0,4.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
718,1229.0,4.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
719,1229.0,4.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
720,1194.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
721,1229.0,4.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
722,1229.0,4.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
723,1167.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
724,1096.0,4.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
725,1096.0,4.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
726,1096.0,4.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
727,1141.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
728,1096.0,4.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
729,1096.0,4.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
730,1319.0,4.8,0.25,107.8,670.0,13.0,87.0,8.0,0.0
731,1116.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
732,944.0,4.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
733,944.0,4.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
734,944.0,4.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
735,1092.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
736,944.0,4.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
737,944.0,4.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
738,1068.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
739,795.0,5.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
740,795.0,5.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
741,795.0,5.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
742,795.0,5.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
743,795.0,5.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
744,1139.0,0.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
745,1139.0,0.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
746,1139.0,0.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
747,1139.0,0.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
748,1138.0,0.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
749,1138.0,0.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
750,1138.0,0.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
751,1138.0,0.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
752,1137.0,0.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
753,1137.0,0.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
754,1137.0,0.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
755,1137.0,0.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
756,1137.0,0.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
757,1137.0,0.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
758,1137.0,0.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
759,1137.0,0.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
760,1136.0,0.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
761,1136.0,0.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
762,1136.0,0.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
763,1136.0,0.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
764,1135.0,0.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
765,1135.0,0.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
766,1135.0,0.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
767,1135.0,0.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
768,1135.0,0.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
769,1135.0,0.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
770,1135.0,0.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
771,1135.0,0.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
772,1134.0,0.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
773,1134.0,0.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
774,1134.0,0.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
775,1134.0,0.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
776,1133.0,0.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
777,1133.0,0.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
778,1133.0,0.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
779,1133.0,0.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
780,1133.0,1.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
781,1133.0,1.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
782,1133.0,1.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
783,1133.0,1.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
784,1132.0,1.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
785,1131.0,1.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
786,1131.0,1.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
787,1131.0,1.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
788,1131.0,1.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
789,1131.0,1.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
790,1130.0,1.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
791,1130.0,1.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
792,1129.0,1.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
793,1129.0,1.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
794,1129.0,1.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
795,1129.0,1.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
796,1129.0,1.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
797,1128.0,1.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
798,1127.0,1.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
799,1127.0,2.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
800,1126.0,2.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
801,1126.0,2.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
802,1126.0,2.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
803,1126.0,2.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
804,1126.0,2.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
805,1125.0,2.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
806,1125.0,2.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
807,1125.0,2.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
808,1125.0,2.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
809,1125.0,2.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
810,1124.0,2.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
811,1123.0,2.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
812,1123.0,2.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
813,1123.0,2.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
814,1123.0,2.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
815,1123.0,2.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
816,1122.0,2.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
817,1122.0,2.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
818,1122.0,2.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
819,1122.0,2.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
820,1121.0,2.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
821,1121.0,2.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
822,1121.0,3.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
823,1121.0,3.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
824,1121.0,3.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
825,1121.0,3.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
826,1120.0,3.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
827,1119.0,3.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
828,1119.0,3.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
829,1119.0,3.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
830,1119.0,3.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
831,1119.0,3.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
832,1118.0,3.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
833,1118.0,3.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
834,1118.0,3.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
835,1118.0,3.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
836,1117.0,3.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
837,1116.0,3.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
838,1116.0,3.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
839,1116.0,3.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
840,1116.0,3.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
841,1115.0,3.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
842,1115.0,3.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
843,1115.0,3.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
844,1115.0,3.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
845,1114.0,3.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
846,1114.0,3.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
847,1114.0,3.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
848,1114.0,3.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
849,1114.0,3.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
850,1113.0,4.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
851,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
852,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
853,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
854,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,0.0
855,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
856,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
857,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
858,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,0.0
859,1110.0,4.3,0.28,56.6,580.0,11.0,94.0,8.0,0.0
860,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
861,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
862,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
863,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,0.0
864,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
865,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
866,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
867,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,0.0
868,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
869,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
870,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
871,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,0.0
872,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
873,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
874,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
875,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,0.0
876,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
877,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
878,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
879,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,0.0
880,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
881,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
882,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
883,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,0.0
884,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
885,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
886,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
887,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,0.0
888,403.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
889,403.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
890,403.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
891,402.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
892,402.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
893,402.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
894,401.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
895,401.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
896,401.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
897,400.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
898,400.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
899,400.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
900,399.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
901,399.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
902,399.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
903,399.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
904,399.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
905,399.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
906,398.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
907,398.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
908,398.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
909,397.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
910,397.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
911,397.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
912,396.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
913,396.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
914,396.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
915,396.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
916,396.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
917,396.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
918,395.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
919,395.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
920,395.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
921,394.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
922,394.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
923,394.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
924,394.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
925,394.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
926,394.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
927,393.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
928,393.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
929,393.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
930,391.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
931,391.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
932,391.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
933,390.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
934,390.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
935,390.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
936,389.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
937,389.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
938,389.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
939,389.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
940,389.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
941,389.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
942,388.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
943,388.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
944,388.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
945,388.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
946,388.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
947,388.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
948,387.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
949,387.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
950,387.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
951,386.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
952,386.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
953,386.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
954,386.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
955,386.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
956,386.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
957,385.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
958,385.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
959,385.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
960,384.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
961,384.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
962,384.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
963,383.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
964,383.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
965,383.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
966,382.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
967,382.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
968,382.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
969,381.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
970,381.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
971,381.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
972,380.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
973,380.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
974,380.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
975,379.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
976,379.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
977,379.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
978,378.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
979,378.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
980,378.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
981,376.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
982,376.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
983,376.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
984,375.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
985,375.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
986,375.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
